Accession,Release_Date,Species,Genus,Family,Length,Nuc_Completeness,Genotype,Genome_Region,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT123293,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29871,GenBank,,,,"Zheng,K., Shi,Y., Sun,J., Huang,J., Zhu,A., Sun,F., Zhuang,Z., Dai,J., Chen,Z., Huang,S., Zhang,Z., Li,X., Wang,Y.",,China,Homo sapiens,feces,2020-01-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/IQTC03/human/2020/CHN, complete genome"
MT118835,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,lung,2020-02-23,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA9/2020, complete genome"
MT111896,2020-02-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,569,GenBank,,,,"Northill,J.A., Huang,B., Pyke,A., De Jong,A., van den Hurk,A., Taylor,C., Warrilow,D., Genge,D., Gamez,E., Hewitson,G., Mackay,I., Sultana,I., McMahon,J., Barcelon,J., Finger,M., Simpson,N., Nair,N., Burtonclay,P., Moore,P., Wheatley,S., Moody,S., Hall-Mendelin,S., Moore,F., Pyke,A.T.",,Australia,Homo sapiens,"lung, oronasopharynx",2020-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/QLD05/human/2020_FSS918/AUS ORF3a (orf3a) and envelope protein (E) genes, partial cds"
MT111895,2020-02-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,770,GenBank,,,,"Northill,J.A., Huang,B., Pyke,A., De Jong,A., van den Hurk,A., Taylor,C., Warrilow,D., Genge,D., Gamez,E., Hewitson,G., Mackay,I., Sultana,I., McMahon,J., Barcelon,J., Finger,M., Simpson,N., Nair,N., Burtonclay,P., Moore,P., Wheatley,S., Moody,S., Hall-Mendelin,S., Moore,F.",,Australia,Homo sapiens,"lung, oronasopharynx",2020-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/QLD05/human/2020_FSS918/AUS ORF1ab polyprotein, NSP3 region, (orf1ab) gene, partial cds"
MT106053,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-10,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA8/2020, complete genome"
MT106052,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-06,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA7/2020, complete genome"
MT106054,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,"lung, oronasopharynx",2020-02-11,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-TX1/2020, complete genome"
MT093631,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29860,GenBank,,,,"Linlin,B., Lili,R., Shuran,G., Jiangning,L., Feifei,Q., Qi,L., Fengdi,L., Jing,X., Wei,D., Pin,Y., Yanfeng,X., Yajin,Q., Hong,G., Qiang,W., Mingya,L., Guanpeng,W., Shunyi,W., Zhiqi,S., Li,G., Lan,C., Conghui,W., Ying,W., Xinming,W., Yan,X., Qi,J., Chuan,Q.",,China,Homo sapiens,oronasopharynx,2020-01-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WH-09/human/2020/CHN, complete genome"
MT093571,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29886,GenBank,,,,"Bengner,M., Palmerus,M., Lindsjo,O., Lind Karlberg,M., Monteil,V., Appelberg,S., Brave,A., Muradrasoli,S., Tegmark-Wisell,K.",,Sweden,Homo sapiens,,2020-02-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/01/human/2020/SWE, complete genome"
MT081060,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-23,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HS_17/human/2020/CHN nucleocapsid phosphoprotein (N) gene, complete cds"
MT081063,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HS_46/human/2020/CHN nucleocapsid phosphoprotein (N) gene, complete cds"
MT081064,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HS_64/human/2020/CHN nucleocapsid phosphoprotein (N) gene, complete cds"
MT081066,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-30,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HS_86/human/2020/CHN nucleocapsid phosphoprotein (N) gene, complete cds"
MT081068,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-02-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HS_194/human/2020/CHN nucleocapsid phosphoprotein (N) gene, complete cds"
MT081061,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-23,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HS_18/human/2020/CHN nucleocapsid phosphoprotein (N) gene, complete cds"
MT081067,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HS_92/human/2020/CHN nucleocapsid phosphoprotein (N) gene, complete cds"
MT081059,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HS_8/human/2020/CHN nucleocapsid phosphoprotein (N) gene, complete cds"
MT081062,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HS_38/human/2020/CHN nucleocapsid phosphoprotein (N) gene, complete cds"
MT081065,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,,,,"Zhang,W.H.",,China,Homo sapiens,,2020-01-30,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HS_84/human/2020/CHN nucleocapsid phosphoprotein (N) gene, complete cds"
MT072688,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29811,GenBank,,,,"Bastola,A., Sah,R., Rodriguez-Morales,A.J., Lal,B.K., Jha,R., Ojha,H.C., Shrestha,B., Chu,D.K.W., Poon,L.L.M., Costello,A., Morita,K., Pandey,B.D., Chu,D., Gu,H., Peiris,M., Poon,L.",32057299,Nepal,Homo sapiens,oronasopharynx,2020-01-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS0CoV-2/61-TW/human/2020/ NPL, complete genome"
MT072668,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,810,GenBank,,,,"Wollants,E., Vanmechelen,B., Wawina,T., Van Ranst,M., Maes,P.",,Belgium,Homo sapiens,,2020-02-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/GHB-03021/human/2020/BEL orf1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
MT072667,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,670,GenBank,,,,"Wollants,E., Vanmechelen,B., Wawina,T., Van Ranst,M., Maes,P.",,Belgium,Homo sapiens,,2020-02-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/GHB-03021/human/2020/BEL orf1ab polyprotein gene, partial cds"
MT066159,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,290,GenBank,,,,"Yu Kie,C., Norazimah,T., Rehan Shuhada,A.B., Selvanesan,S., Noorliza,M.N., Hani,M.H.",,Malaysia,Homo sapiens,oronasopharynx,2020-01-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/CL5049/human/2020/MYS orf1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
MT066175,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29870,GenBank,,,,"Yeh,S.-H., Lin,Y.-Y., Lai,Y.-Y., Li,C.-L., Chang,S.-C., Chen,P.-J., Chang,S.-Y.",,Taiwan,Homo sapiens,,2020-01-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/NTU01/2020/TWN, complete genome"
MT066176,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29870,GenBank,,,,"Yeh,S.-H., Lin,Y.-Y., Lai,Y.-Y., Li,C.-L., Chang,S.-C., Chen,P.-J., Chang,S.-Y.",,Taiwan,Homo sapiens,,2020-02-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/NTU02/2020/TWN, complete genome"
MT066157,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,290,GenBank,,,,"Yu Kie,C., Norazimah,T., Rehan Shuhada,A.B., Selvanesan,S., Noorliza,M.N., Hani,M.H.",,Malaysia,Homo sapiens,oronasopharynx,2020-01-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/CL5045/human/2020/MYS orf1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
MT066158,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,290,GenBank,,,,"Yu Kie,C., Norazimah,T., Rehan Shuhada,A.B., Selvanesan,S., Noorliza,M.N., Hani,M.H.",,Malaysia,Homo sapiens,oronasopharynx,2020-01-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/CL5047/human/2020/MYS orf1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
LC523807,2020-02-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,357,GenBank,,,,"Mercado,E.S., Manalo,J.I., Nicolasora,A.D., Medado,I.P., Tujan,M.A., Onza,O.T., Cruz,K.M., Polotan,F.M.",,Philippines,Homo sapiens,,2020-02-06,,"Severe acute respiratory syndrome coronavirus 2 2019-nCoV_PH_nCOV_20_026 N gene for nucleocapsid phosphoprotein, partial cds"
LC523808,2020-02-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,357,GenBank,,,,"Mercado,E.S., Manalo,J.I., Nicolasora,A.D., Medado,I.P., Tujan,M.A., Onza,O.T., Cruz,K.M., Polotan,F.M.",,Philippines,Homo sapiens,,2020-01-26,,"Severe acute respiratory syndrome coronavirus 2 2019-nCoV_PH_nCOV_20_025 N gene for nucleocapsid phosphoprotein, partial cds"
LC523809,2020-02-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,357,GenBank,,,,"Mercado,E.S., Manalo,J.I., Nicolasora,A.D., Medado,I.P., Tujan,M.A., Onza,O.T., Cruz,K.M., Polotan,F.M.",,Philippines,Homo sapiens,,2020-01-23,,"Severe acute respiratory syndrome coronavirus 2 2019-nCoV_PH_nCOV_20_022 N gene for nucleocapsid phosphoprotein, partial cds"
MT049951,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,,,,"Fu,X., Li,D., Sun,Y.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-17,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Yunnan-01/human/2020/CHN, complete genome"
MT044257,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,,,,"Li,Y., Zhang,J., Queen,K., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,"lung, oronasopharynx",2020-01-28,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-IL2/2020, complete genome"
MT044258,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29858,GenBank,,,,"Zhang,J., Queen,K., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-01-27,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA6/2020, complete genome"
MT050416,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,562,GenBank,,,,"Northill,J.A., Huang,B., Pyke,A., De Jong,A., van den Hurk,A., Taylor,C., Warrilow,D., Genge,D., Gamez,E., Hewitson,G., Mackay,I., Sultana,I., McMahon,J., Barcelon,J., Finger,M., Simpson,N., Nair,N., Burtonclay,P., Moore,P., Wheatley,S., Moody,S., Hall-Mendelin,S., Gardam,T., Moore,F.",,Australia,Homo sapiens,oronasopharynx,2020-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/QLD03/human/2020_FSS917/AUS ORF1ab polyprotein, RdRp region, gene, partial cds"
MT050415,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,562,GenBank,,,,"Northill,J.A., Huang,B., Pyke,A., De Jong,A., van den Hurk,A., Taylor,C., Warrilow,D., Genge,D., Gamez,E., Hewitson,G., Mackay,I., Sultana,I., McMahon,J., Barcelon,J., Finger,M., Simpson,N., Nair,N., Burtonclay,P., Moore,P., Wheatley,S., Moody,S., Hall-Mendelin,S., Gardam,T., Moore,F.",,Australia,Homo sapiens,oronasopharynx,2020-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/QLD02/human/2020_FSS916/AUS ORF1ab polyprotein, RdRp region, gene, partial cds"
MT050417,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,562,GenBank,,,,"Northill,J.A., Huang,B., Pyke,A., De Jong,A., van den Hurk,A., Taylor,C., Warrilow,D., Genge,D., Gamez,E., Hewitson,G., Mackay,I., Sultana,I., McMahon,J., Barcelon,J., Finger,M., Simpson,N., Nair,N., Burtonclay,P., Moore,P., Wheatley,S., Moody,S., Hall-Mendelin,S., Gardam,T., Moore,F.",,Australia,Homo sapiens,"lung, oronasopharynx",2020-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/QLD05/human/2020_FSS918/AUS ORF1ab polyprotein, RdRp region, gene, partial cds"
MT042774,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,294,GenBank,,,,"Liu,W., Zhang,Q., Song,H., Xiang,R., Sun,Z., Liu,Y.",,China,Homo sapiens,swab,2020-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Tongji-02/human/2020/Wuhan orf1ab polyprotein, RNA-dependent RNA polymerase region, gene, partial cds"
MT042775,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,294,GenBank,,,,"Liu,W., Zhang,Q., Song,H., Xiang,R., Sun,Z., Liu,Y.",,China,Homo sapiens,swab,2020-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Tongji-03/human/2020/Wuhan orf1ab polyprotein, RNA-dependent RNA polymerase region, gene, partial cds"
MT042776,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,294,GenBank,,,,"Liu,W., Zhang,Q., Song,H., Xiang,R., Sun,Z., Liu,Y.",,China,Homo sapiens,swab,2020-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Tongji-04/human/2020/Wuhan orf1ab polyprotein, RNA-dependent RNA polymerase region, gene, partial cds"
MT042778,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,294,GenBank,,,,"Liu,W., Zhang,Q., Song,H., Xiang,R., Sun,Z., Liu,Y.",,China,Homo sapiens,swab,2020-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Tongji-06/human/2020/Wuhan orf1ab polyprotein, RNA-dependent RNA polymerase region, gene, partial cds"
MT042777,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,294,GenBank,,,,"Liu,W., Zhang,Q., Song,H., Xiang,R., Sun,Z., Liu,Y.",,China,Homo sapiens,swab,2020-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Tongji-05/human/2020/Wuhan orf1ab polyprotein, RNA-dependent RNA polymerase region, gene, partial cds"
MT042773,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,294,GenBank,,,,"Liu,W., Zhang,Q., Song,H., Xiang,R., Sun,Z., Liu,Y.",,China,Homo sapiens,swab,2020-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Tongji-01/human/2020/CHN orf1ab polyprotein, RNA-dependent RNA polymerase region, gene, partial cds"
MT050414,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,562,GenBank,,,,"Northill,J.A., Huang,B., Pyke,A., De Jong,A., van den Hurk,A., Taylor,C., Warrilow,D., Genge,D., Gamez,E., Hewitson,G., Mackay,I., Sultana,I., McMahon,J., Barcelon,J., Finger,M., Simpson,N., Nair,N., Burtonclay,P., Moore,P., Wheatley,S., Moody,S., Hall-Mendelin,S., Gardam,T., Moore,F.",,Australia,Homo sapiens,oronasopharynx,2020-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/QLD01/human/2020_FSS915/AUS ORF1ab polyprotein, RdRp region, gene, partial cds"
MT039890,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,,,,"Park,W.B., Kwon,N.-J., Choi,S.-J., Kang,C.K., Choe,P.G., Kim,J.Y., Yun,J., Lee,G.-W., Seong,M.-W., Kim,N., Seo,J.-S., Oh,M.-D.",,South Korea,Homo sapiens,,2020-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SNU01, complete genome"
MT039887,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29879,GenBank,,,,"Zhang,J., Uehara,A., Queen,K., Li,Y., Tao,Y., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-01-31,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-WI1/2020, complete genome"
MT039873,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29833,GenBank,,,,"Yu,H., Li,J., Yu,X., Wang,H., Pan,J.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-20,,"Severe acute respiratory syndrome coronavirus 2 isolate HZ-1, complete genome"
MT039888,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,,,,"Paden,C.R., Zhang,J., Queen,K., Li,Y., Tao,Y., Uehara,A., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-01-29,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-MA1/2020, complete genome"
LC522350,2020-02-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,182,GenBank,,,,"Nicolasora,A.D., Mercado,E.S., Polotan,F.M., Manalo,J.G., Medado,I.P., Tujan,M.A., Onza,O.T., Cruz,K.M.",,Philippines,Homo sapiens,,2020-01-26,,"Severe acute respiratory syndrome coronavirus 2 2019-nCoV_PH_nCOV_20_026 orf1ab gene for orf1ab polyprotein, partial cds"
MT027063,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-01-29,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA4/2020, complete genome"
MT027064,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,,,,"Tao,Y., Queen,K., Zhang,J., Li,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-01-29,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA5/2020, complete genome"
MT027062,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,,,,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-01-29,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA3/2020, complete genome"
MT020881,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,,,,"Queen,K., Tamin,A., Harcourt,J., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Uehara,A., Lu,X., Kamili,S., Gautam,R., Wang,H., Murray,J.R., Gerber,S.I., Lindstrom,S., Thornburg,N., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-01-25,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-WA1-F6/2020, complete genome"
MT019533,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29883,GenBank,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Wu,Z., Wu,C., Liu,Y., Yang,J., Liu,B., Li,M.",,China,Homo sapiens,lung,2020-01-01,,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-05/2020, complete genome"
MT019531,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29899,GenBank,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Wu,Z., Wu,C., Liu,Y., Yang,J., Liu,B.",,China,Homo sapiens,lung,2019-12-30,,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-03/2019, complete genome"
MT019532,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29890,GenBank,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Wu,Z., Wu,C., Liu,Y., Yang,J., Liu,B.",,China,Homo sapiens,lung,2019-12-30,,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-04/2019, complete genome"
MT020781,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29806,GenBank,,,,"Smura,T., Kuivanen,S., Broas,M., Peltola,J., Kallio-Kokko,H., Vapalahti,O.",,Finland,Homo sapiens,,2020-01-29,,"Severe acute respiratory syndrome coronavirus 2 isolate nCoV-FIN-29-Jan-2020, partial genome"
MT019530,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29889,GenBank,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Wu,Z., Wu,C., Liu,Y., Yang,J., Liu,B.",,China,Homo sapiens,lung,2019-12-30,,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-02/2019, complete genome"
MT019529,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29899,GenBank,,,,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Li,Y., Wu,Z., Wu,C., Liu,Y.",,China,Homo sapiens,lung,2019-12-23,,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-01/2019, complete genome"
